Ticker,Company,Sector,CIK,Price,MarketCap,ADV20,LatestForm,LatestFiledAt,LatestFiledAgeDays,CatalystType,Catalyst,CatalystStatus,CatalystPrimaryForm,CatalystPrimaryDate,CatalystPrimaryDaysAgo,CatalystPrimaryURL,RunwayQuartersRaw,RunwayQuarters,RunwayCashRaw,RunwayCash,RunwayQuarterlyBurnRaw,RunwayQuarterlyBurn,RunwayEstimate,RunwayNotes,RunwayDays,RunwayBucket,RunwaySourceForm,RunwaySourceDate,RunwaySourceDaysAgo,RunwaySourceURL,RunwayStatus,DilutionFlag,Dilution,DilutionStatus,DilutionFormsHit,DilutionKeywordsHit,DilutionPrimaryForm,DilutionPrimaryDate,DilutionPrimaryDaysAgo,DilutionPrimaryURL,DilutionEvidenceAll,Governance,GovernanceStatus,GovernancePrimaryForm,GovernancePrimaryDate,GovernancePrimaryDaysAgo,GovernancePrimaryURL,GovernanceEvidenceAll,GovernanceNotes,HasGoingConcern,HasMaterialWeakness,Auditor,Insider,InsiderStatus,InsiderForms345Links,InsiderBuyCount,HasInsiderCluster,Ownership,OwnershipStatus,OwnershipLinks,Materiality,SubscoresEvidenced,SubscoresEvidencedCount,Status,ChecklistPassed,ChecklistCatalyst,ChecklistDilution,ChecklistRunway,ChecklistGovernance,ChecklistInsider,ChecklistOwnership,RiskFlag,Tier1Type,Tier1Trigger
SLDB,Solid Biosciences Inc.,Healthcare,0001707502,5.13,329165272.0,944713.6,10-Q,2025-11-03,2,Earnings/Financial update,2025-11-03 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525262818/sldb-20250930.htm,Pass,10-Q,2025-11-03,2,https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525262818/sldb-20250930.htm,1.791929,1.79,61364000.0,61364000.0,34244666.666667,34244666.67,interim,2025-11-03 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525262818/sldb-20250930.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1707502/000119312525262818/sldb-20250930.htm,161.0,1-3q,10-Q,2025-11-03,2,https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525262818/sldb-20250930.htm,Pass,True,2025-06-13 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000095017025086128/sldb-20250613.htm,Pass (Offering),S-8; 424B5; S-3,atm,S-8,2025-06-13,145,https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000095017025086128/sldb-20250613.htm,2025-06-13 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000095017025086128/sldb-20250613.htm; 2025-05-15 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000095017025072786/atm_prospectus_-_05.15._.htm; 2025-05-15 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525120849/d946001ds3.htm; 2025-03-06 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525048496/d840203ds3.htm; 2025-03-06 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525048487/d840154ds3.htm; 2025-03-06 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525048452/d916576ds8.htm; 2025-02-18 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525028685/d833320d424b5.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525096695/d929796ddef14a.htm,Pass,DEF 14A,2025-04-25,194,https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525096695/d929796ddef14a.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525096695/d929796ddef14a.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1707502/000119312525096695/d929796ddef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,0001390478,1.9,176551978.0,5160398.3,424B5,2025-10-27,9,Corporate event / guidance / financing,2025-10-27 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925102345/tm2529505d1_8k.htm,Pass,8-K,2025-10-27,9,https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925102345/tm2529505d1_8k.htm,3.085,3.09,25297000.0,25297000.0,8200000.0,8200000.0,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000139047825000016/sls-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1390478/000139047825000016/sls-20250630.htm,278.0,3-6q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000139047825000016/sls-20250630.htm,Pass,True,2025-10-27 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925102602/tm2529505d2_424b5.htm,Pass (Offering),424B5; S-3; S-8,,424B5,2025-10-27,9,https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925102602/tm2529505d2_424b5.htm,2025-10-27 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925102602/tm2529505d2_424b5.htm; 2025-10-10 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925098711/tm2528102d1_s3.htm; 2025-08-12 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925076886/tm2523289d1_s8.htm; 2025-01-29 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925007097/tm254790d2_424b5.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925038039/tm252437-2_def14a.htm,Pass,DEF 14A,2025-04-23,196,https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925038039/tm252437-2_def14a.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925038039/tm252437-2_def14a.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1390478/000110465925038039/tm252437-2_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SMHI,SEACOR Marine Holdings Inc.,Industrials,0001690334,6.51,187080356.0,76300.6,10-Q,2025-10-29,7,Earnings/Financial update,2025-10-29 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525256420/smhi-20250930.htm,Pass,10-Q,2025-10-29,7,https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525256420/smhi-20250930.htm,11.274234,11.27,90953000.0,90953000.0,8067333.333333,8067333.33,interim,2025-10-29 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525256420/smhi-20250930.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1690334/000119312525256420/smhi-20250930.htm,1014.0,6-12q,10-Q,2025-10-29,7,https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525256420/smhi-20250930.htm,Pass,True,2025-06-03 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525134196/d943319ds8.htm,Pass (Offering),S-8; 424B5; S-3,,S-8,2025-06-03,155,https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525134196/d943319ds8.htm,2025-06-03 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525134196/d943319ds8.htm; 2025-02-24 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525033473/d928236d424b5.htm; 2025-02-24 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525033470/d928236d424b5.htm; 2025-02-07 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525022780/d928236ds3.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525091402/d873072ddef14a.htm,Pass,DEF 14A,2025-04-23,196,https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525091402/d873072ddef14a.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525091402/d873072ddef14a.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1690334/000119312525091402/d873072ddef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SMRT,"SmartRent, Inc.",Technology,0001837014,1.46,262358512.0,878734.75,10-Q,2025-11-05,0,Earnings/Financial update,2025-11-05 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000119312525265821/smrt-20250930.htm,Pass,10-Q,2025-11-05,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000119312525265821/smrt-20250930.htm,10.264984,10.26,100022000.0,100022000.0,9744000.0,9744000.0,interim,2025-11-05 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000119312525265821/smrt-20250930.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1837014/000119312525265821/smrt-20250930.htm,923.0,6-12q,10-Q,2025-11-05,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000119312525265821/smrt-20250930.htm,Pass,True,2025-03-05 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000095017025033600/smrt_s-8_20250305.htm,Overhang (S-8),S-8,,S-8,2025-03-05,245,https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000095017025033600/smrt_s-8_20250305.htm,2025-03-05 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000095017025033600/smrt_s-8_20250305.htm,2025-04-01 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000095017025048054/smrt-20250331.htm,Pass,DEF 14A,2025-04-01,218,https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000095017025048054/smrt-20250331.htm,2025-04-01 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000095017025048054/smrt-20250331.htm,2025-04-01 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1837014/000095017025048054/smrt-20250331.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SNTI,"Senti Biosciences, Inc.",Healthcare,0001854270,1.32,51253076.0,284111.55,10-Q,2025-08-07,90,Earnings/Financial update,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000185427025000090/snti-20250630.htm,Pass,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000185427025000090/snti-20250630.htm,1.590974,1.59,21576000.0,21576000.0,13561500.0,13561500.0,interim,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000185427025000090/snti-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1854270/000185427025000090/snti-20250630.htm,143.0,1-3q,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000185427025000090/snti-20250630.htm,Pass,True,2025-03-31 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000114036125011323/ny20045827x3_424b5.htm,Pass (Offering),424B5; S-3; S-8,,424B5,2025-03-31,219,https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000114036125011323/ny20045827x3_424b5.htm,2025-03-31 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000114036125011323/ny20045827x3_424b5.htm; 2025-03-21 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000114036125009739/ny20045827x1_s3.htm; 2025-03-21 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000114036125009738/ny20045797x1_s3.htm; 2025-03-07 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000114036125007659/ef20045051_s8.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000185427025000054/a20250429def14adocdefiniti.htm,Pass,DEF 14A,2025-04-30,189,https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000185427025000054/a20250429def14adocdefiniti.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000185427025000054/a20250429def14adocdefiniti.htm; 2025-01-27 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000114036125001942/ny20041388x2_def14a.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1854270/000185427025000054/a20250429def14adocdefiniti.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SNWV,"SANUWAVE Health, Inc.",Healthcare,0001417663,35.92,237333739.0,142351.9,8-K,2025-10-30,6,Corporate event / guidance / financing,2025-10-30 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000162828025047577/snwv-20251024.htm,Pass,8-K,2025-10-30,6,https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000162828025047577/snwv-20251024.htm,32.427481,32.43,8496000.0,8496000.0,262000.0,262000.0,interim,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000162828025038937/snwv-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1417663/000162828025038937/snwv-20250630.htm,2919.0,>12q,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000162828025038937/snwv-20250630.htm,Pass,True,2025-08-22 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000162828025041027/snwv-formsx8august202582225.htm,Overhang (S-8),S-8; S-8 POS,,S-8,2025-08-22,75,https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000162828025041027/snwv-formsx8august202582225.htm,2025-08-22 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000162828025041027/snwv-formsx8august202582225.htm; 2024-10-18 S-8 POS https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000162828024043119/snwv-formsx8posoctober2024.htm; 2024-10-18 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000162828024043118/snwv-formsx8october2024.htm,2025-07-10 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000114036125025486/ny20050441x1_def14a.htm,Pass,DEF 14A,2025-07-10,118,https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000114036125025486/ny20050441x1_def14a.htm,2025-07-10 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000114036125025486/ny20050441x1_def14a.htm; 2025-03-06 8-A12B https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000162828025010972/snwv-form8xa.htm,2025-07-10 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1417663/000114036125025486/ny20050441x1_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SPCE,"Virgin Galactic Holdings, Inc.",Industrials,0001706946,3.25,207615429.0,4908516.35,8-K,2025-08-29,68,Corporate event / guidance / financing,2025-08-29 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000137/spce-20250828.htm,Pass,8-K,2025-08-29,68,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000137/spce-20250828.htm,2.489982,2.49,163547000.0,163547000.0,65682000.0,65682000.0,interim,2025-08-06 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000131/spce-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1706946/000170694625000131/spce-20250630.htm,224.0,1-3q,10-Q,2025-08-06,91,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000131/spce-20250630.htm,Pass,True,2025-06-05 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000082/vgh-sx8thirdar2019planindu.htm,Pass (Offering),S-8; 424B5,atm,S-8,2025-06-05,153,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000082/vgh-sx8thirdar2019planindu.htm,2025-06-05 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000082/vgh-sx8thirdar2019planindu.htm; 2025-05-15 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000110465925049616/tm2513415d3_424b5.htm; 2025-02-26 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000040/spce-prospectussupplement0.htm; 2024-11-07 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694624000244/atmprospectus11624.htm,2025-04-15 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000063/spce-20250415.htm,Pass,DEF 14A,2025-04-15,204,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000063/spce-20250415.htm,2025-04-15 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000063/spce-20250415.htm,2025-04-15 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000063/spce-20250415.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SPIR,"Spire Global, Inc.",Industrials,0001816017,8.96,282486830.0,458497.6,10-Q,2025-11-04,1,Earnings/Financial update,2025-11-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000119312525262935/spir-20250630.htm,Pass,10-Q,2025-11-04,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000119312525262935/spir-20250630.htm,1.660261,1.66,36114000.0,36114000.0,21752000.0,21752000.0,interim,2025-11-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000119312525262935/spir-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1816017/000119312525262935/spir-20250630.htm,149.0,1-3q,10-Q,2025-11-04,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000119312525262935/spir-20250630.htm,Pass,True,2025-05-08 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000095017025067048/424b3_s-1_april_2025.htm,Pass (Offering),424B3; S-8,,424B3,2025-05-08,181,https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000095017025067048/424b3_s-1_april_2025.htm,2025-05-08 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000095017025067048/424b3_s-1_april_2025.htm; 2025-03-25 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000095017025044389/spir-20250325.htm,2025-04-22 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000095017025056838/spir-20250422.htm,Pass,DEF 14A,2025-04-22,197,https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000095017025056838/spir-20250422.htm,2025-04-22 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000095017025056838/spir-20250422.htm,2025-04-22 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1816017/000095017025056838/spir-20250422.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SPRB,"Spruce Biosciences, Inc.",Healthcare,0001683553,9.0,60809292.0,181377.05,S-3,2025-10-29,7,TBD,2025-10-29 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000119312525256668/sprb-20251029.htm,Pass,S-3,2025-10-29,7,https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000119312525256668/sprb-20251029.htm,1.520482,1.52,16387000.0,16387000.0,10777500.0,10777500.0,interim,2025-08-14 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000095017025108888/sprb-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1683553/000095017025108888/sprb-20250630.htm,137.0,1-3q,10-Q,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000095017025108888/sprb-20250630.htm,Pass,True,2025-10-29 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000119312525256668/sprb-20251029.htm,Pass (Offering),S-3; S-8,,S-3,2025-10-29,7,https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000119312525256668/sprb-20251029.htm,2025-10-29 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000119312525256668/sprb-20251029.htm; 2025-10-29 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000119312525256662/sprb-20251029.htm; 2025-04-15 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000095017025054234/sprb-20250415.htm,2025-04-28 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000095017025059288/sprb-20250428.htm,Pass,DEF 14A,2025-04-28,191,https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000095017025059288/sprb-20250428.htm,2025-04-28 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000095017025059288/sprb-20250428.htm,2025-04-28 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1683553/000095017025059288/sprb-20250428.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SRFM,Surf Air Mobility Inc.,Industrials,0001936224,4.05,116643555.0,2929609.2,8-K,2025-10-08,28,Corporate event / guidance / financing,2025-10-08 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000119312525234632/srfm-20251007.htm,Pass,8-K,2025-10-08,28,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000119312525234632/srfm-20251007.htm,1.706885,1.71,22571000.0,22571000.0,13223500.0,13223500.0,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025107462/srfm-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1936224/000095017025107462/srfm-20250630.htm,154.0,1-3q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025107462/srfm-20250630.htm,Pass,True,2025-07-15 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025095950/srfm-20250715.htm,Pass (Offering),S-8; 424B5; S-3; S-3/A,shelf,S-8,2025-07-15,113,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025095950/srfm-20250715.htm,2025-07-15 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025095950/srfm-20250715.htm; 2025-06-26 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025090207/s-3_pro_supp__2_june_202.htm; 2025-04-29 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025059476/srfm_s-3_lamven_april_20.htm; 2025-04-29 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025059474/srfm_s-3_palantir_april_.htm; 2025-04-01 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025048087/s-3_pro_supp__1.htm; 2025-03-21 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025043341/s-3_shelf-amendment_1_no.htm; 2025-02-11 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025018075/srfm-20250211.htm,2025-05-13 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000114036125018647/ny20045347x3_def14a.htm,Pass,DEF 14A,2025-05-13,176,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000114036125018647/ny20045347x3_def14a.htm,2025-05-13 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000114036125018647/ny20045347x3_def14a.htm,2025-05-13 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000114036125018647/ny20045347x3_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
SRI,"Stoneridge, Inc.",Consumer Cyclical,0001043337,8.21,190724224.0,171508.95,8-K,2025-08-19,78,Corporate event / guidance / financing,2025-08-19 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1043337/000104333725000118/sri-20250813.htm,Pass,8-K,2025-08-19,78,https://www.sec.gov/ix?doc=/Archives/edgar/data/1043337/000104333725000118/sri-20250813.htm,,,49772000.0,49772000.0,0.0,0.0,,2025-08-06 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1043337/000104333725000115/sri-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1043337/000104333725000115/sri-20250630.htm,,,,,,,Missing,True,2025-05-13 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1043337/000104333725000098/sri-20250513xs8.htm,Overhang (S-8),S-8,,S-8,2025-05-13,176,https://www.sec.gov/ix?doc=/Archives/edgar/data/1043337/000104333725000098/sri-20250513xs8.htm,2025-05-13 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1043337/000104333725000098/sri-20250513xs8.htm,2025-04-03 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1043337/000104333725000073/sri-20250403.htm,Pass,DEF 14A,2025-04-03,216,https://www.sec.gov/ix?doc=/Archives/edgar/data/1043337/000104333725000073/sri-20250403.htm,2025-04-03 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1043337/000104333725000073/sri-20250403.htm,2025-04-03 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1043337/000104333725000073/sri-20250403.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
